ags,breitbandversorgung50MbitsProzent,breitbandversorgung100MbitsProzent,breitbandversorgung1000MbitsProzent
08425088,99.56,98.68,1.1
08425090,63.99,60.13,0.34
08425091,83.12,0.16,0.16
08425092,96.24,0.0,0.0
08425093,99.04,65.96,0.0
08425097,96.75,19.89,4.59
08425098,3.09,0.0,0.0
08425104,98.17,97.85,88.83
08425108,80.6,78.19,59.42
08425110,96.37,77.86,62.6
08425112,99.61,6.56,6.56
08425123,83.95,2.47,2.47
08425124,96.98,89.93,3.69
08425125,100.0,98.65,4.05
08425130,97.71,0.19,0.19
08425134,98.06,96.2,83.41
08425135,99.1,99.1,92.92
08425137,96.84,94.48,81.63
08425138,95.8,94.05,87.03
08425139,36.27,33.69,0.17
08425140,85.21,63.08,2.32
08425141,94.58,81.17,62.31
08426001,98.96,98.64,50.68
08426005,97.76,81.61,0.0
08426006,95.38,80.77,0.0
08426008,93.2,68.25,49.78
08426011,81.13,17.77,9.68
08426013,98.29,97.79,88.31
08426014,93.04,81.96,35.47
08426019,88.12,38.92,1.52
08426020,89.91,78.64,0.59
08426021,98.56,96.92,85.41
08426028,79.0,34.47,7.0
08426031,91.1,58.53,3.98
08426035,98.15,97.6,87.53
08426036,95.38,90.26,0.51
08426038,72.31,51.22,0.59
08426043,90.28,41.11,3.19
08426044,91.94,73.25,1.28
08426045,98.03,97.86,95.76
08426058,94.73,63.67,41.6
08426062,79.74,41.99,31.94
08426064,91.3,78.7,0.87
08426065,85.92,32.44,1.35
08426066,71.73,34.73,1.47
08426067,83.7,28.88,0.72
08426070,97.64,87.06,66.71
08426071,91.86,80.74,58.23
08426073,98.54,98.48,90.38
08426074,93.92,80.56,53.44
08426078,77.88,46.15,0.0
08426087,94.72,89.46,50.04
08426090,78.5,5.25,5.25
08426097,96.36,91.74,66.85
08426100,82.06,1.68,1.53
08426108,92.65,32.63,6.34
08426109,83.08,0.77,0.77
08426113,77.46,26.24,1.27
08426117,87.17,54.43,0.38
08426118,82.4,1.29,1.29
08426120,95.97,94.44,65.78
08426121,71.11,54.13,30.61
08426124,90.1,25.97,1.27
08426125,94.29,75.46,0.15
08426128,98.14,97.09,23.86
08426134,90.23,54.46,36.51
08426135,74.07,45.21,2.17
08435005,90.99,58.53,36.05
08435010,88.43,55.05,6.65
08435013,84.31,78.65,56.19
08435015,81.47,76.28,59.69
08435016,98.64,97.39,62.83
08435018,96.64,92.21,2.75
08435020,72.97,66.01,53.84
08435024,93.16,92.56,0.69
08435029,95.52,91.97,76.69
08435030,97.99,88.61,0.56
08435034,94.03,87.51,69.52
08435035,95.35,87.9,53.68
08435036,91.9,84.83,4.74
08435042,78.5,66.64,1.95
08435045,91.96,85.36,68.93
08435047,89.9,56.8,48.41
08435052,93.16,59.15,42.61
08435053,99.7,98.29,94.16
08435054,81.51,69.25,8.39
08435057,84.16,73.73,60.03
08435059,95.37,89.26,61.13
08435066,90.85,65.94,0.52
08435067,63.02,55.96,15.75
08436001,46.29,38.87,6.04
08436003,72.36,66.0,0.35
08436004,78.02,34.96,2.07
08436005,94.38,89.71,71.37
08436006,66.21,58.24,3.9
08436008,92.56,82.71,64.04
08436009,86.65,75.3,60.24
08436010,77.29,63.77,2.18
08436011,96.19,94.33,89.73
08436012,98.38,74.1,67.24
08436013,88.28,73.91,3.4
08436014,78.44,53.97,0.87
08436018,54.39,30.82,1.75
08436019,76.6,60.64,9.57
08436024,93.1,61.09,0.0
08436027,15.9,1.67,0.42
08436032,88.41,27.17,0.0
08436039,82.51,51.86,45.31
08436040,44.78,43.28,43.28
08436047,73.08,49.7,1.48
08436049,87.12,85.38,70.78
08436052,77.92,67.7,3.16
08436053,97.92,2.78,2.78
08436055,80.23,65.84,49.27
08436064,95.93,94.02,83.72
08436067,85.99,22.96,22.57
08436069,86.33,45.14,31.66
08436077,60.87,5.07,5.07
08436078,84.59,69.47,53.17
08436079,79.63,63.08,56.67
08436081,86.73,80.42,56.6
08436082,99.14,98.76,92.28
08436083,56.14,41.1,1.5
08436085,64.67,20.6,3.79
08436087,48.36,18.0,3.28
08436093,68.23,54.16,4.24
08436094,62.84,51.06,0.86
08436095,74.13,39.37,4.77
08436096,75.3,27.49,8.39
08437005,32.6,16.99,1.37
08437008,95.22,73.84,1.12
08437031,95.35,65.75,52.13
08437044,95.48,62.66,56.61
08437047,73.01,47.01,36.84
08437053,91.7,0.96,0.9
08437056,68.79,16.84,0.71
08437059,87.01,2.18,0.5
08437065,93.74,80.61,39.12
08437072,86.93,44.63,32.89
08437076,89.58,65.83,48.09
08437078,72.87,31.96,19.73
08437082,85.11,83.75,76.36
08437086,85.3,48.71,4.66
08437088,91.59,82.41,44.17
08437100,96.35,88.25,63.41
08437101,96.13,64.15,0.0
08437102,89.39,63.81,0.29
08437104,97.8,76.44,38.29
08437105,94.8,76.45,0.06
08437107,91.48,74.86,0.37
08437114,83.63,44.93,10.14
08437118,77.93,22.33,0.17
08437123,56.0,5.08,1.42
08437124,72.52,66.04,41.07
09161000,98.76,97.84,90.6
09162000,99.38,98.88,94.86
09163000,100.0,99.74,99.65
09171111,98.03,97.25,93.23
09171112,98.94,97.67,94.45
09171113,93.77,91.76,87.88
09171114,99.83,99.77,99.77
09171115,89.5,78.12,22.76
09171116,81.57,80.51,72.88
09171117,98.75,97.17,2.23
09171118,97.05,96.07,94.28
09171119,94.26,92.69,91.64
09171121,88.14,82.39,78.81
09171122,95.01,94.64,81.19
09171123,92.51,91.25,88.64
09171124,86.77,82.89,75.42
09171125,97.86,95.88,88.68
09171126,96.41,93.01,24.35
09171127,86.25,70.25,0.64
09171129,89.96,74.91,10.59
09171130,97.93,97.24,93.32
09171131,97.12,87.72,0.25
09171132,98.91,94.46,5.12
09171133,96.96,94.49,3.82
09171134,30.0,28.72,28.72
09171135,88.93,82.99,15.91
09171137,89.44,77.86,62.61
09172111,90.41,86.42,57.78
09172112,91.16,80.72,63.41
09172114,81.61,79.67,78.38
09172115,76.97,75.42,69.89
09172116,88.57,81.4,62.7
09172117,89.48,85.96,74.65
09172118,97.0,94.41,4.58
09172122,96.8,92.92,77.94
09172124,29.27,21.99,0.0
09172128,97.94,96.38,90.06
09172129,88.52,87.69,87.0
09172130,92.62,86.55,6.02
09172131,86.21,77.66,50.79
09172132,97.65,88.01,58.47
09172134,73.4,63.67,40.85
09173111,94.06,88.34,0.58
09173112,98.98,97.81,90.43
09173113,97.41,95.73,49.04
09173115,93.83,90.94,0.19
09173118,86.81,68.57,0.76
09173120,95.49,82.71,5.35
09173123,89.38,79.18,16.28
09173124,97.4,89.75,76.1
09173126,98.28,97.01,94.38
09173127,94.58,68.58,1.7
09173130,79.46,77.15,68.74
09173131,60.97,44.44,7.41
09173133,95.15,89.47,11.77
09173134,92.37,87.05,4.19
09173135,95.42,87.58,70.38
09173137,64.35,58.4,4.46
09173140,95.86,86.04,3.24
09173141,93.36,83.21,0.55
09173142,93.73,83.27,1.52
09173145,79.77,69.27,43.28
09173147,99.22,96.77,82.03
09174111,99.01,99.01,99.01
09174113,98.64,87.3,23.08
09174115,99.01,98.41,94.95
09174118,98.36,90.18,5.95
09174121,92.12,79.78,72.16
09174122,99.33,93.31,5.68
09174126,98.82,97.22,90.61
09174131,92.16,91.43,88.31
09174135,98.7,97.73,71.04
09174136,98.2,97.29,82.1
09174137,100.0,100.0,100.0
09174141,98.57,97.47,59.72
09174143,99.26,95.75,2.33
09174146,94.75,91.06,23.69
09174147,91.8,81.43,23.19
09174150,95.84,80.87,10.33
09174151,97.59,93.96,4.16
09175111,92.9,81.0,2.59
09175112,93.88,90.07,27.58
09175113,97.23,92.89,21.94
09175114,67.62,62.91,0.41
09175115,96.12,94.16,87.76
09175116,96.47,94.45,32.19
09175118,98.36,93.84,11.13
09175119,79.37,59.96,0.35
09175121,86.27,75.86,1.03
09175122,96.97,91.73,86.86
09175123,96.98,94.1,34.92
09175124,98.69,96.39,91.16
09175127,98.38,95.56,64.61
09175128,83.31,72.13,0.61
09175131,99.51,99.12,96.98
09175132,97.81,84.78,21.18
09175133,98.52,94.85,51.08
09175135,99.66,98.45,78.82
09175136,79.03,14.87,14.34
09175137,79.06,77.25,76.16
09175139,95.98,89.75,1.03
09176111,88.65,43.68,20.72
09176112,93.07,46.68,1.84
09176114,93.52,69.07,16.95
09176116,100.0,99.36,97.28
09176118,99.58,92.92,9.26
09176120,98.22,87.67,36.22
09176121,95.02,94.36,4.23
09176122,96.07,91.27,2.18
09176123,99.21,97.8,1.71
09176124,99.83,96.43,26.96
09176126,91.65,89.97,52.44
09176129,95.5,84.67,59.96
09176131,99.75,99.51,94.48
09176132,4.19,1.16,0.8
09176137,90.51,73.26,12.51
09176138,98.88,95.73,18.92
09176139,97.4,95.19,51.4
09176143,99.36,95.78,62.04
09176147,95.31,77.93,0.78
09176148,83.7,82.67,0.29
09176149,90.32,83.22,3.04
09176150,94.75,88.66,10.92
09176153,95.61,88.61,7.96
09176155,93.3,64.43,7.29
09176160,94.4,84.04,2.04
09176161,99.74,98.51,91.95
09176164,97.73,93.57,20.79
09176165,95.84,82.81,3.93
09176166,81.77,75.55,0.0
09176167,96.42,91.33,10.78
09177112,97.74,94.97,4.94
09177113,92.02,81.97,8.56
09177114,93.99,82.47,20.62
09177115,91.39,87.58,9.85
09177116,96.17,88.86,0.18
09177117,98.1,95.82,64.19
09177118,96.64,88.37,11.2
09177119,92.02,85.27,2.23
09177120,95.99,88.4,2.58
09177121,91.09,79.06,25.0
09177122,97.68,96.26,15.33
09177123,92.89,87.3,4.87
09177124,97.19,94.64,32.91
09177126,94.0,88.43,36.26
09177127,74.42,66.11,5.49
09177130,89.48,85.74,78.95
09177131,96.09,82.91,14.27
09177133,96.37,92.7,76.01
09177134,97.7,93.6,54.16
09177135,92.67,85.34,8.97
09177137,75.61,69.72,9.75
09177138,80.86,69.04,1.83
09177139,92.46,88.0,55.76
09177142,97.47,91.56,10.37
09177143,96.96,94.94,84.65
09177144,92.64,88.53,42.13
09178113,97.16,93.83,65.47
09178115,98.54,95.8,6.26
09178116,95.37,88.36,1.32
09178120,99.43,99.19,95.19
09178122,5.55,0.81,0.41
09178123,97.18,84.26,4.48
09178124,98.97,98.45,87.94
09178125,98.18,91.97,18.61
09178129,96.38,94.69,6.04
09178130,97.55,86.51,80.8
09178132,97.7,93.73,11.01
09178133,98.21,78.32,75.87
09178136,99.18,95.68,7.75
09178137,96.77,95.25,55.13
09178138,97.4,90.77,2.71
09178140,99.46,96.43,75.27
09178142,96.65,91.21,4.77
09178143,95.2,88.88,65.2
09178144,92.67,88.44,5.31
09178145,98.66,97.69,82.06
09178150,96.19,90.07,42.22
09178155,91.46,51.26,7.54
09178156,98.6,94.59,5.51
09178157,97.78,97.49,49.65
09179111,100.0,98.51,2.83
09179113,98.19,94.83,24.5
09179114,99.41,97.62,32.22
09179117,99.28,91.29,2.88
09179118,98.27,96.2,87.96
09179119,99.62,97.96,84.25
09179121,99.27,97.71,81.82
09179123,99.8,99.42,93.7
09179125,99.66,96.42,2.8
09179126,99.48,98.78,95.29
09179128,99.69,92.98,1.98
09179130,98.6,80.22,2.96
09179131,98.31,95.92,1.97
09179132,97.94,86.87,0.0
09179134,99.24,98.0,71.66
09179136,98.24,68.57,5.33
09179137,97.49,18.02,9.01
09179138,97.63,86.24,13.21
09179140,98.41,80.78,12.14
09179142,99.28,97.83,81.11
09179145,99.64,98.97,91.31
09179147,99.52,98.8,98.2
09179149,97.8,97.8,97.8
09180112,96.26,88.84,68.58
09180113,96.29,63.6,29.68
09180114,99.19,95.27,2.16
09180115,97.85,93.87,0.0
09180116,99.57,99.09,88.37
09180117,98.86,96.19,84.6
09180118,98.02,95.76,95.1
09180119,97.57,88.16,1.52
09180122,96.9,94.0,94.0
09180123,98.34,97.18,95.34
09180124,97.63,92.69,5.98
09180125,98.77,95.27,5.54
09180126,99.59,98.02,95.92
09180127,96.66,90.45,4.47
09180128,98.32,94.79,2.98
09180129,97.09,91.0,3.88
09180131,94.06,78.67,0.0
09180132,96.0,89.63,1.9
09180133,96.24,91.85,0.0
09180134,97.3,94.11,10.04
09180135,95.56,84.72,1.25
09180136,95.89,92.07,67.99
09181111,96.46,88.05,29.2
09181113,83.39,11.58,11.49
09181114,97.19,92.41,47.62
09181115,99.87,99.87,99.87
09181116,95.79,89.43,42.47
09181118,90.9,14.04,2.6
09181120,96.39,85.95,3.48
09181121,94.67,80.91,8.8
09181122,96.23,85.53,0.56
09181123,96.62,95.18,12.92
09181124,97.66,90.51,5.2
09181126,87.13,10.98,10.84
09181127,87.84,9.85,9.65
09181128,98.97,96.9,67.76
09181129,96.39,93.03,24.04
09181130,97.86,87.99,58.78
09181131,90.92,86.7,0.31
09181132,95.37,86.43,14.3
09181133,97.99,90.92,3.4
09181134,86.63,50.96,50.76
09181135,92.13,10.3,8.73
09181137,94.98,83.28,1.52
09181138,88.45,2.95,2.95
09181139,41.12,35.53,0.39
09181140,95.92,4.8,4.8
09181141,91.51,25.41,3.66
09181142,91.63,7.67,7.44
09181143,94.01,89.52,2.66
09181144,97.6,92.22,5.52
09181145,93.99,16.96,5.7
09181146,97.21,92.78,1.15
09182111,95.61,93.8,90.54
09182112,80.92,69.15,1.18
09182114,89.35,80.28,21.88
09182116,93.43,84.13,56.53
09182119,97.59,95.98,93.78
09182120,97.04,94.31,80.21
09182123,81.01,67.44,6.12
09182124,96.76,89.43,73.87
09182125,96.21,93.54,90.47
09182127,84.85,77.13,43.99
09182129,96.82,89.97,81.32
09182131,96.42,91.13,65.98
09182132,99.11,96.35,94.38
09182133,85.48,76.27,28.33
09182134,95.28,91.51,78.98
09182136,92.31,72.12,7.87
09182137,90.83,68.7,7.83
09183112,98.46,96.47,14.58
09183113,95.1,85.62,60.07
09183114,86.35,70.93,1.27
09183115,94.73,83.16,1.01
09183116,97.99,76.88,12.81
09183118,86.68,81.85,46.32
09183119,97.44,89.27,26.2
09183120,97.64,92.55,1.98
09183122,99.34,98.68,5.92
09183123,86.67,81.96,10.98
09183124,97.3,96.06,6.36
09183125,97.79,90.44,28.68
09183126,96.65,94.34,16.34
09183127,92.28,89.34,1.09
09183128,96.83,93.02,2.3
09183129,91.99,85.03,2.39
09183130,84.31,74.9,9.61
09183131,84.13,72.22,4.56
09183132,64.66,53.7,0.77
09183134,92.74,84.86,27.13
09183135,89.65,81.72,32.18
09183136,91.14,83.92,7.35
09183138,83.38,75.46,1.32
09183139,93.84,87.12,4.11
09183140,90.23,79.58,16.4
09183143,86.97,65.16,59.4
09183144,95.52,85.86,52.4
09183145,85.9,75.64,35.53
09183147,87.42,39.78,38.68
09183148,99.71,98.88,79.69
09183151,99.08,96.09,15.4
09184112,97.8,90.54,22.97
09184113,99.16,98.8,91.13
09184114,97.57,87.09,13.59
09184118,97.3,94.6,30.25
09184119,98.63,96.26,80.32
09184120,99.53,99.08,93.95
09184121,98.69,95.73,32.3
09184122,99.57,98.58,83.77
09184123,99.78,96.15,73.05
09184127,99.39,97.9,93.32
09184129,96.59,90.19,77.05
09184130,96.94,92.11,88.96
09184131,99.41,94.91,23.66
09184132,99.86,99.3,95.51
09184134,97.25,91.63,85.33
09184135,97.44,96.43,91.83
09184136,99.17,98.09,87.82
09184137,93.63,52.84,13.43
09184138,99.26,98.68,94.95
09184139,99.49,99.24,94.8
09184140,99.54,98.34,77.54
09184141,95.65,67.29,48.04
09184142,90.06,86.57,11.92
09184144,95.01,79.27,0.21
09184145,99.28,98.43,91.28
09184146,94.0,92.81,84.95
09184147,99.21,98.46,79.18
09184148,99.79,99.36,88.84
09184149,99.55,99.07,85.28
09185113,89.36,5.91,3.0
09185116,50.55,40.0,0.44
09185118,55.0,3.75,2.92
09185123,92.06,83.97,3.33
09185125,95.45,90.8,4.03
09185127,28.95,25.0,1.57
09185131,84.96,12.92,12.5
09185139,96.32,88.55,2.85
09185140,91.82,82.49,1.69
09185143,96.5,90.21,2.97
09185149,72.46,68.43,65.01
09185150,94.96,92.28,92.19
09185153,94.43,84.12,6.3
09185157,87.22,53.19,0.0
09185158,99.37,96.57,83.1
09185163,88.28,45.63,34.02
09185166,70.69,21.81,18.57
09185168,4.37,0.32,0.21
09186113,89.99,82.97,29.72
09186116,90.94,87.92,2.27
09186122,90.03,83.56,52.22
09186125,97.03,96.02,96.02
09186126,90.44,84.59,59.17
09186128,87.44,63.7,4.4
09186130,98.1,94.92,86.03
09186132,98.65,90.41,33.76
09186137,96.66,93.76,78.09
09186139,96.72,88.8,22.8
09186143,95.94,91.6,84.62
09186144,87.24,70.34,17.82
09186146,98.42,95.06,45.85
09186147,91.9,85.91,27.87
09186149,91.71,71.26,66.89
09186151,96.0,91.41,69.45
09186152,89.89,83.96,6.69
09186158,94.68,86.49,52.08
09186162,83.9,68.12,45.63
09187113,88.45,80.58,40.88
09187114,97.32,95.93,71.67
09187116,89.53,78.71,2.83
09187117,97.51,95.57,89.05
09187118,97.71,91.72,38.3
09187120,97.08,94.48,68.84
09187121,82.93,74.19,1.34
09187122,96.34,91.07,76.64
09187123,93.02,93.02,87.21
09187124,92.38,83.93,47.16
09187125,93.49,90.75,65.09
09187126,67.14,48.24,24.87
09187128,95.01,94.25,86.26
09187129,90.5,82.01,1.18
09187130,94.7,88.32,67.33
09187131,96.92,94.27,77.31
09187132,95.88,87.56,25.83
09187134,71.0,0.82,0.82
09187137,98.47,96.43,78.87
09187138,93.81,50.66,6.57
09187139,98.31,97.89,75.06
09187142,97.97,82.56,67.85
09187145,90.76,76.59,62.42
09187148,98.12,91.9,59.7
09187150,98.5,97.15,85.63
09187154,94.75,84.05,50.21
09187156,95.38,91.66,77.21
09187157,94.91,89.07,46.25
09187159,89.02,72.6,7.0
09187162,97.31,92.72,56.28
09187163,94.29,90.11,62.57
09187164,62.06,1.31,1.31
09187165,98.45,96.82,80.16
09187167,95.14,88.14,45.65
09187168,94.32,85.82,34.22
09187169,95.2,89.62,70.09
09187170,89.7,82.35,0.17
09187172,80.03,68.19,0.25
09187173,67.08,49.49,31.08
09187174,98.51,97.29,97.11
09187176,92.28,38.67,34.56
09187177,97.64,94.84,89.45
09187179,85.7,74.32,4.11
09187181,88.1,77.9,38.43
09187182,98.23,96.0,68.82
09187186,95.08,90.15,58.31
09188113,94.66,82.16,6.37
09188117,98.25,94.17,17.54
09188118,97.24,82.78,48.33
09188120,99.2,98.14,84.98
09188121,99.14,97.68,87.5
09188124,98.31,95.07,59.46
09188126,94.19,86.12,0.05
09188127,98.84,90.48,86.94
09188132,98.04,87.97,62.65
09188137,96.72,76.69,70.58
09188139,98.77,97.03,77.61
09188141,97.89,86.99,0.39
09188144,98.69,94.16,1.06
09188145,98.43,89.94,0.0
09189111,94.99,91.82,66.8
09189113,96.26,94.1,88.61
09189114,97.88,91.21,75.6
09189115,86.32,84.74,81.99
09189118,96.55,91.91,68.33
09189119,96.26,93.06,84.76
09189120,98.1,96.23,93.39
09189124,97.68,96.94,95.98
09189126,97.25,92.49,30.04
09189127,94.9,85.98,54.8
09189129,98.99,97.61,97.04
09189130,95.15,89.91,7.33
09189133,89.25,67.59,8.96
09189134,83.28,75.05,7.79
09189135,47.66,42.09,6.57
09189137,77.93,16.0,0.15
09189139,97.76,95.6,93.53
09189140,94.22,89.63,85.44
09189141,97.54,96.54,96.31
09189142,87.23,78.99,30.27
09189143,88.46,85.57,84.66
09189145,93.12,90.01,72.97
09189146,100.0,98.86,97.34
09189148,93.64,82.69,62.32
09189149,86.76,82.77,56.96
09189150,92.74,81.63,15.18
09189152,86.46,77.96,31.18
09189154,96.83,94.5,79.34
09189155,95.76,90.54,86.55
09189157,93.6,79.63,3.15
09189159,98.33,97.18,92.3
09189160,98.22,96.39,94.77
09189161,97.9,95.27,94.61
09189162,89.74,82.92,56.02
09189165,97.34,88.02,51.75
09190111,95.21,30.44,3.35
09190113,92.02,54.69,13.17
09190114,76.49,71.93,11.71
09190115,99.72,97.79,9.48
09190117,95.48,88.58,24.44
09190118,95.94,92.03,6.29
09190120,95.99,77.78,13.48
09190121,87.87,60.9,0.67
09190126,97.17,93.26,5.22
09190129,97.58,94.86,4.53
09190130,96.57,90.9,9.42
09190131,97.01,93.68,8.06
09190132,97.67,95.59,5.93
09190133,97.09,94.67,17.92
09190135,97.86,94.24,23.48
09190136,98.2,97.05,74.59
09190138,93.96,89.93,23.49
09190139,96.0,93.91,89.44
09190140,92.22,87.76,2.36
09190141,97.67,93.88,90.58
09190142,87.75,55.9,47.67
09190143,93.62,77.66,9.04
09190144,95.62,85.12,72.99
09190145,96.53,92.02,65.51
09190148,97.3,94.73,1.84
09190149,99.75,99.75,99.75
09190151,95.08,64.86,9.17
09190152,97.79,95.03,10.31
09190153,95.58,81.33,4.62
09190154,84.28,71.91,7.23
09190157,98.86,96.58,86.42
09190158,36.84,25.49,0.21
09190159,87.77,59.05,58.46
09190160,98.61,95.23,27.44
09261000,99.25,98.19,93.6
09262000,99.89,99.64,99.17
09263000,99.34,98.29,84.27
09271111,97.56,94.49,15.61
09271113,97.17,89.49,9.8
09271114,90.97,86.81,12.85
09271116,91.49,82.54,7.77
09271118,98.23,92.63,8.85
09271119,89.85,83.33,77.39
09271122,86.67,77.13,0.08
09271123,77.9,60.3,5.43
09271125,78.45,68.28,57.7
09271126,91.89,81.5,0.62
09271127,90.54,79.5,13.06
09271128,63.78,49.35,40.4
09271130,79.23,64.65,3.39
09271132,93.93,87.96,62.36
09271135,78.01,73.37,22.49
09271138,96.69,74.59,8.7
09271139,96.73,94.07,16.77
09271140,91.42,84.77,42.74
09271141,95.46,90.41,30.79
09271143,84.7,53.49,11.02
09271146,97.59,95.86,85.5
09271148,94.57,81.91,20.72
09271149,91.04,78.46,1.62
09271151,78.34,73.53,4.45
09271152,98.48,94.49,20.53
09271153,95.79,92.16,6.5
09272116,97.64,97.38,29.4
09272118,96.51,94.05,71.1
09272119,74.43,51.72,47.99
09272120,86.55,76.67,37.4
09272121,95.13,83.35,1.42
09272122,72.93,66.16,9.53
09272126,97.14,91.89,13.45
09272127,86.94,76.16,6.2
09272128,94.63,84.68,57.5
09272129,83.0,74.46,10.47
09272134,91.25,81.37,0.0
09272136,90.78,74.28,0.79
09272138,94.83,82.55,10.82
09272139,97.15,87.75,14.81
09272140,98.83,96.49,49.8
09272141,64.41,53.04,1.75
09272142,86.95,78.29,6.17
09272143,97.05,92.88,2.45
09272145,95.13,86.89,30.59
09272146,91.68,70.54,6.94
09272147,94.22,85.89,1.47
09272149,96.91,90.39,0.11
09272150,58.01,24.71,0.9
09272151,85.2,76.36,59.75
09272152,98.8,97.41,36.65
09273111,99.16,96.26,3.41
09273113,95.56,93.72,6.89
09273115,98.43,80.07,17.13
09273116,98.72,94.76,69.31
09273119,99.62,98.67,42.78
09273121,98.63,93.39,10.71
09273125,95.48,90.61,16.97
09273127,91.6,83.82,6.09
09273133,94.96,82.01,1.54
09273137,97.49,95.01,3.19
09273139,95.86,90.53,20.41
09273141,97.6,95.61,3.11
09273147,96.67,94.05,73.11
09273152,88.66,79.76,3.7
09273159,98.3,95.54,9.98
09273163,96.8,94.51,15.56
09273164,97.94,93.36,6.26
09273165,90.3,83.53,61.97
09273166,87.98,69.39,5.6
09273172,99.38,98.2,5.64
09273175,96.74,84.34,3.57
09273177,97.8,95.85,22.57
09273178,89.74,83.91,4.99
09273181,94.22,87.69,1.68
09274111,89.46,80.21,3.9
09274112,71.96,65.63,0.26
09274113,98.79,96.81,75.88
09274114,40.73,35.13,0.1
09274118,4.28,1.32,1.32
09274119,96.65,93.16,24.66
09274120,82.17,73.57,0.63
09274121,72.63,15.11,15.04
09274124,91.72,83.8,25.88
09274126,99.47,98.57,85.37
09274127,96.72,94.01,77.88
09274128,97.37,95.0,95.0
09274132,93.44,82.42,4.33
09274134,92.35,82.54,73.19
09274135,95.36,89.39,5.44
09274141,95.31,88.22,41.67
09274145,72.49,58.44,4.37
09274146,97.01,86.41,54.84
09274153,98.19,95.28,79.98
09274154,87.09,76.06,25.59
09274156,71.01,61.45,60.54
09274165,88.57,25.76,5.34
09274172,82.85,71.11,1.0
09274174,98.24,96.34,55.78
09274176,78.5,68.24,65.74
09274179,85.39,70.2,0.0
09274182,93.97,84.84,49.22
09274183,91.34,77.47,63.01
09274184,92.68,81.49,70.59
09274185,97.02,90.69,4.13
09274187,92.61,84.43,1.38
09274188,75.48,62.93,0.76
09274191,97.21,93.4,2.71
09274193,79.31,64.43,4.72
09274194,42.02,0.56,0.13
09275111,97.76,94.0,10.87
09275112,98.23,94.91,12.72
09275114,90.81,80.04,2.61
09275116,96.0,92.47,1.16
09275117,96.77,85.69,29.84
09275118,75.73,59.47,0.23
09275119,90.86,76.85,31.71
09275120,96.08,88.23,5.7
09275121,96.81,86.66,2.92
09275122,91.18,82.14,45.38
09275124,83.87,74.82,3.45
09275125,72.01,58.49,4.85
09275126,77.77,72.02,43.62
09275127,95.79,89.22,4.53
09275128,82.1,77.01,43.27
09275130,96.88,78.31,4.73
09275131,98.03,92.57,18.82
09275132,97.69,92.35,13.35
09275133,95.27,85.53,3.37
09275134,92.97,87.3,5.16
09275135,95.71,90.99,16.48
09275137,87.68,83.51,66.67
09275138,91.46,79.03,36.34
09275141,96.7,92.38,5.63
09275143,94.82,88.5,13.89
09275144,98.35,93.75,1.8
09275145,90.2,85.17,4.65
09275146,96.24,89.91,43.54
09275148,99.62,96.2,28.08
09275149,96.41,88.54,13.26
09275150,97.07,94.94,91.95
09275151,96.93,94.9,83.6
09275152,97.97,91.0,2.85
09275153,66.45,54.78,9.28
09275154,94.12,88.86,67.7
09275156,76.62,57.13,6.66
09275159,68.66,52.67,12.33
09275160,98.18,87.62,33.0
09276111,99.22,99.22,97.65
09276113,97.78,93.93,27.65
09276115,96.79,92.64,18.3
09276116,96.89,90.61,16.09
09276117,98.71,95.35,8.83
09276118,6.96,0.27,0.27
09276120,88.12,71.79,9.87
09276121,98.41,93.7,65.78
09276122,79.34,68.82,5.36
09276123,44.94,4.31,2.06
09276126,97.88,93.19,4.35
09276127,99.32,96.71,13.72
09276128,49.34,27.23,4.62
09276129,93.19,82.47,15.26
09276130,97.9,93.71,2.38
09276134,73.41,47.37,3.51
09276135,79.84,73.03,59.34
09276138,92.43,88.97,75.68
09276139,96.79,91.83,33.89
09276142,95.21,91.48,7.67
09276143,65.55,46.93,19.49
09276144,88.42,78.13,47.18
09276146,91.3,87.29,28.21
09276148,99.01,93.59,77.46
09277111,76.96,71.21,70.55
09277112,96.56,94.9,10.19
09277113,90.6,80.41,43.9
09277114,71.9,58.14,2.29
09277116,97.25,95.31,84.61
09277117,94.34,81.7,12.55
09277118,85.41,75.72,2.14
09277119,86.99,75.36,2.59
09277121,44.3,38.94,1.36
09277122,93.27,80.77,0.64
09277124,88.4,75.08,45.76
09277126,82.44,71.58,2.81
09277127,98.93,90.33,17.58
09277128,94.39,78.1,3.29
09277131,94.92,84.38,3.71
09277133,91.37,84.36,4.11
09277134,92.63,77.05,24.03
